"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Fidel Montero","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".124",".196",".212",".408",".188","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015856"
"Nolan Beltran","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".220",".198",".418",".194","19","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018466"
"Braylin Tavera","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".206",".205",".412",".190","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018416"
"Leandro Arias","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".198",".194",".392",".180","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018433"
"Eduardo Vaughan","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".171",".230",".253",".483",".219","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008810"
"Raynerd Ortega","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".194",".198",".392",".179","12","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018542"
"Andres Nolaya","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".132",".187",".175",".362",".168","2","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018563"
"Edgar Basabe","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".223",".238",".461",".210","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015810"
"Chris Seise","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".238",".282",".519",".232","47","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004142"
"Yeison Lemos","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".188",".239",".427",".189","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015608"
"Jairo Diaz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".182",".190",".373",".170","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018606"
"Gerard Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".213",".291",".504",".222","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005536"
"Eduardo Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".197",".227",".425",".191","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015514"
"Branlyn Jaraba","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".215",".292",".507",".223","40","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008755"
"Yidel Diaz","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".176",".197",".373",".169","4","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018946"
"Jesus Montilla","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".203",".185",".388",".180","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016160"
"Javeon Cody","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".223",".245",".467",".211","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169970"
"Roinny Aguiar","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".217",".191",".408",".192","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019439"
"Carlos Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".240",".242",".482",".221","32","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018465"
"Edinson Duran","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".210",".287",".497",".220","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016561"
"Logan Glass","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".201",".273",".474",".210","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011614"
"Guillermo Rodriguez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".191",".211",".402",".180","10","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018602"
"Arxy Hernandez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".204",".216",".420",".190","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015693"
"Nestor Rios","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".175",".192",".366",".166","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018918"
"Ricardo Cubillan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".216",".191",".407",".190","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917089"
"Yonatan Henriquez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".195",".202",".397",".182","18","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018487"
"Felix Familia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".232",".262",".494",".222","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003213"
"Jasiah Dixon","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".225",".241",".466",".211","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011590"
"Lazaro Montes","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".198",".252",".450",".202","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018409"
"Adony Mejia","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".138",".183",".193",".376",".171","3","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008924"
"Wendell Marrero","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".225",".267",".493",".221","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010044"
"Layant Tapia","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".192",".200",".392",".179","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015652"
"Ethan De Cuba","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".217",".199",".416",".193","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015553"
"Roderick Arias","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".132",".189",".195",".385",".177","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019674"
"Gedionne Marlin","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".203",".212",".415",".189","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015809"
"Saul Garza","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".233",".268",".501",".225","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015225"
"Mahki Backstrom","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".227",".271",".498",".225","39","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011599"
"David Hollie","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".212",".267",".479",".213","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007304"
"Jonny Homza","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".238",".260",".498",".226","46","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004155"
"Jose Monserrate","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".172",".218",".239",".458",".207","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018646"
"Franklin Linares","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".163",".202",".216",".418",".189","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009820"
"Carlos Rondon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".209",".205",".414",".189","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009319"
"Carlos Pacheco","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".135",".203",".182",".385",".181","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018455"
"Carlos Jimenez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".215",".283",".499",".221","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015843"
"Elio Campos","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".228",".228",".456",".207","31","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016645"
"Tucker Flint","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".226",".267",".494",".222","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019856"
"Ezequiel Alvarez","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".205",".209",".415",".188","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009559"
"Yohenny Mata","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".193",".208",".401",".181","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016338"
"Angel Pierre","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".203",".225",".428",".193","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018590"
"Zach Biermann","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".220",".272",".492",".220","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010158"
"Andre Nnebe","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".159",".211",".253",".465",".209","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011588"
"Freddvil Chevez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".220",".282",".502",".220","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3003413"
"Santiago Millan","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".200",".249",".449",".201","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015628"
"Tyler Whitaker","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".206",".259",".465",".207","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017376"
"Anderson Nova","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".219",".236",".455",".206","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018553"
"Freili Encarnacion","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".192",".221",".414",".186","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018414"
"Pierce Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".166",".216",".251",".466",".208","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010338"
"Hans Montero","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".137",".196",".183",".379",".176","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016321"
"Dairon Cuevas","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".204",".222",".426",".192","17","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008792"
"Capri Ortiz","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".188",".213",".401",".180","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018473"
"Simon Juan","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".190",".211",".401",".180","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018412"
"Micah Yonamine","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".175",".233",".261",".494",".223","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010905"
"Esteban Mejia","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".202",".214",".416",".187","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018527"
"Ricardo Rosario","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".198",".226",".424",".191","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016306"
"Ray Garrett","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".201",".189",".390",".180","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3017701"
"Karson Simas","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".167",".208",".225",".433",".195","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011739"
"Danyer Sanabria","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".219",".285",".504",".223","38","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008853"
"Yosander Asencio","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".219",".199",".418",".195","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018456"
"Daniel Bruzual","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".174",".195",".369",".166","0","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018531"
"Misael Mojica","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".205",".212",".417",".191","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018462"
"Alberto Mendez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".204",".203",".407",".187","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018458"
"Javier Armas","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".201",".207",".407",".186","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015604"
"Jesus Machado","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".200",".205",".405",".185","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018915"
"Raul Guzman","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".202",".210",".411",".187","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015872"
"Justin Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".160",".192",".221",".413",".185","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015796"
"Alen Pineda","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".126",".191",".171",".362",".170","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018965"
"Daniel Montesino","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".164",".220",".254",".474",".214","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015721"
"Denyerbe Gervis","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".201",".204",".405",".184","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016176"
"Albert Carpio","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".199",".194",".394",".180","9","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018518"
"Jhonny Melenciano","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".196",".211",".408",".184","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008776"
"Wady Mendez","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".210",".256",".466",".206","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018615"
"Roger Lasso","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".208",".250",".457",".205","30","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015789"
"Franyerber Montilla","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".198",".204",".402",".184","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018580"
"Raylin Ramos","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".214",".246",".460",".206","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018561"
"Elian Cortorreal","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".217",".190",".407",".191","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018618"
"Luis Castillo","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".139",".198",".186",".385",".179","16","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009761"
"Josi Novas","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".184",".218",".402",".181","7","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018594"
"Jefferson Pena","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".161",".208",".214",".421",".190","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015714"
"Junior Manon","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".201",".209",".410",".189","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016139"
"Eddy Isturiz","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".147",".181",".211",".392",".176","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016721"
"Ruben Vizcaya","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".209",".197",".405",".188","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015766"
"Randy Bednar","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".162",".208",".234",".442",".199","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016856"
"Carlos Vasquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".205",".198",".403",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018939"
"Heison Sanchez","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".199",".203",".402",".184","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018930"
"Yeison Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".174",".213",".287",".500",".219","37","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015806"
"Carlos Verdecia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".205",".200",".405",".186","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010878"
"Richard Ramirez","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".134",".178",".186",".364",".166","1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018474"
"Gery Holguin","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".136",".195",".187",".383",".178","8","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018534"
"Jose Bermudez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".216",".243",".459",".206","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa916720"
"Cruzmel Arias","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".218",".248",".466",".209","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019527"
"Yaisel Ramos","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".197",".196",".393",".182","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018620"
"Luis Echenique","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".231",".227",".458",".210","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015655"
"Jonatan Machado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".170",".217",".241",".458",".206","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa924310"
"Stiven Acevedo","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".213",".242",".454",".205","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008952"
"Alexander Benua","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".202",".213",".415",".189","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015817"
"John Cruz","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".214",".230",".444",".204","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018573"
"Jaswel De Los Santos","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".216",".249",".466",".210","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008838"
"Jose Gomez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".142",".191",".217",".408",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018502"
"Teofilo Mendez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".158",".199",".219",".418",".189","15","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008795"
"Brett Langhorne","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".169",".236",".248",".484",".221","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007064"
"Miguel Droz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".198",".210",".408",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3011704"
"Jose Sanabria","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".219",".222",".441",".201","29","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015595"
"Cole Kleszcz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".214",".239",".453",".206","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1056328"
"Demetrio Nadal","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".204",".202",".407",".186","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018919"
"Thomas Sosa","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".148",".187",".224",".410",".184","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018566"
"Garrett Frechette","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".188",".220",".265",".485",".215","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010636"
"Ramon Ramirez","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".214",".243",".457",".207","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018971"
"Darlyn Montero","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".190",".199",".388",".177","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3009324"
"Josue Cruz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".215",".267",".483",".217","36","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005577"
"Dervy Ventura","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".146",".198",".187",".385",".178","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3019218"
"Carson Tucker","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".199",".205",".404",".184","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3014470"
"Alex Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".199",".207",".405",".185","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010156"
"Juan Diaz","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".173",".210",".248",".458",".204","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015867"
"Daje Morales","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".205",".199",".404",".186","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018509"
"Albertson Asigen","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".176",".229",".244",".472",".212","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016639"
"Emerson Purroy","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".145",".206",".190",".397",".184","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015840"
"German Tapia","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".157",".222",".224",".445",".203","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015850"
"Yeison Morrobel","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".165",".218",".231",".449",".204","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015720"
"Darel Belen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".153",".205",".252",".457",".205","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3008939"
"Luis Frias","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".151",".194",".208",".402",".182","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018608"
"Anderdson Rojas","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".218",".248",".467",".208","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015818"
"Wueslly Lespe","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".194",".205",".399",".183","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016108"
"Misael Gonzalez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".152",".209",".243",".452",".205","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3010164"
"Wilson Valdez","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".191",".226",".418",".187","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005792"
"Jose Fernandez","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".140",".189",".187",".376",".173","6","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018581"
"Luis Paredes","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".178",".218",".296",".514",".227","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015845"
"Samuel Camacaro","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".144",".195",".187",".382",".176","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3015829"
"Roynier Hernandez","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".179",".232",".221",".452",".207","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018495"
"Justin Oferman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".156",".203",".203",".406",".184","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006216"
"Miguel Vargas","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".253",".449",".200","28","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016193"
"Roosbert Tapia","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".149",".182",".211",".393",".176","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018547"
"Jean Joseph","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".150",".200",".202",".402",".183","13","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018568"
"Santiago Torres","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".155",".196",".218",".414",".187","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016307"
"Marcus Smith","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".143",".219",".217",".437",".203","26","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa1169620"
"Andy Encarnacion","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".154",".199",".214",".413",".187","14","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3018498"
"Skeiling Rodriguez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".168",".214",".240",".454",".204","27","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005542"
"Alejandro Loaiza","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".121",".168",".176",".344",".158","-1","","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3016195"
